record_id,text,label,original_job_field,job_title,job_description_clean,key_responsibilities_clean,required_skills_clean,source_row_number,source_url
JD0094,loan closer / funder the final step in the loan process. this person prepares the final legal documents coordinates the signing and wires the money funds the loan . prepare the final closing disclosure cd and closing document package. review all signed documents for accuracy. balance the funding worksheet and wire the loan proceeds to the title company. 2+ years of mortgage operations experience. extreme attention to detail and ability to work under a strict deadline.,"Banking, Finance & Audit",Bank Operations,Loan Closer / Funder,the final step in the loan process. this person prepares the final legal documents coordinates the signing and wires the money funds the loan .,prepare the final closing disclosure cd and closing document package. review all signed documents for accuracy. balance the funding worksheet and wire the loan proceeds to the title company.,2+ years of mortgage operations experience. extreme attention to detail and ability to work under a strict deadline.,94,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0095,investment operations associate a back-office role for an asset manager. responsible for trade settlement portfolio reconciliation and managing corporate actions. settle trades executed by portfolio managers. reconcile cash and asset positions between the firm custodians and brokers. process mandatory corporate actions e.g. mergers stock splits . bachelor s in finance. strong operations reconciliation and settlement process knowledge.,"Banking, Finance & Audit",Wealth Management,Investment Operations Associate,a back-office role for an asset manager. responsible for trade settlement portfolio reconciliation and managing corporate actions.,settle trades executed by portfolio managers. reconcile cash and asset positions between the firm custodians and brokers. process mandatory corporate actions e.g. mergers stock splits .,bachelor s in finance. strong operations reconciliation and settlement process knowledge.,95,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0096,equipment finance specialist a specialized lender who focuses only on providing loans and leases for companies to acquire specific hard assets like manufacturing machinery or transportation fleets. originate loans/leases for equipment purchases. analyze the value and depreciation schedule of specific collateral. structure lease agreements e.g. operating vs. capital lease . bachelor s in finance. strong sales skills and deep knowledge of equipment valuation.,"Banking, Finance & Audit",Commercial Banking,Equipment Finance Specialist,a specialized lender who focuses only on providing loans and leases for companies to acquire specific hard assets like manufacturing machinery or transportation fleets.,originate loans/leases for equipment purchases. analyze the value and depreciation schedule of specific collateral. structure lease agreements e.g. operating vs. capital lease .,bachelor s in finance. strong sales skills and deep knowledge of equipment valuation.,96,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0097,talent acquisition partner bank recruiter a corporate recruiter who specializes in finding and hiring talent specifically for the banking industry from tellers to specialized risk roles. manage the full-cycle recruiting process for open roles. source candidates passive and active for specialized positions e.g. underwriters . partner with hiring managers to define roles and negotiate offers. bachelor s degree. 3-5+ years of recruiting experience preferably within financial services.,"Consulting, Business & Operations",Bank HR,Talent Acquisition Partner (Bank Recruiter),a corporate recruiter who specializes in finding and hiring talent specifically for the banking industry from tellers to specialized risk roles.,manage the full-cycle recruiting process for open roles. source candidates passive and active for specialized positions e.g. underwriters . partner with hiring managers to define roles and negotiate offers.,bachelor s degree. 3-5+ years of recruiting experience preferably within financial services.,97,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0098,capital introduction analyst a role within prime brokerage that acts as a matchmaker introducing hedge fund clients to potential investors e.g. pensions endowments . research and profile potential institutional investors. understand a hedge fund s strategy in detail. facilitate introductions and host capital introduction events. bachelor s in finance/marketing. strong networking sales and communication skills.,"Banking, Finance & Audit",Investment Banking,Capital Introduction Analyst,a role within prime brokerage that acts as a matchmaker introducing hedge fund clients to potential investors e.g. pensions endowments .,research and profile potential institutional investors. understand a hedge fund s strategy in detail. facilitate introductions and host capital introduction events.,bachelor s in finance/marketing. strong networking sales and communication skills.,98,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0099,vendor risk manager manages the risk associated with hiring third-party vendors e.g. software providers call centers . perform due diligence on new vendors checking their finances security etc. . review vendor contracts for risk and compliance clauses. conduct ongoing monitoring of critical vendors to ensure they meet performance and security standards. bachelor s in business/finance. strong contract review risk assessment and analytical skills.,"Banking, Finance & Audit",Risk Management,Vendor Risk Manager,manages the risk associated with hiring third-party vendors e.g. software providers call centers .,perform due diligence on new vendors checking their finances security etc. . review vendor contracts for risk and compliance clauses. conduct ongoing monitoring of critical vendors to ensure they meet performance and security standards.,bachelor s in business/finance. strong contract review risk assessment and analytical skills.,99,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0100,bcp / disaster recovery planner an operational risk specialist who creates and maintains the bank s business continuity plan bcp to ensure the bank can function during a disaster. identify critical business processes and systems. develop and document plans to recover operations after a disruption e.g. fire cyberattack . conduct regular disaster recovery tests and exercises. bachelor s degree. cbcp certified business continuity professional certification. strong project management skills.,"Banking, Finance & Audit",Risk Management,BCP / Disaster Recovery Planner,an operational risk specialist who creates and maintains the bank s business continuity plan bcp to ensure the bank can function during a disaster.,identify critical business processes and systems. develop and document plans to recover operations after a disruption e.g. fire cyberattack . conduct regular disaster recovery tests and exercises.,bachelor s degree. cbcp certified business continuity professional certification. strong project management skills.,100,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0101,card services specialist manages the operations for the bank s debit and credit card portfolio including disputes fraud and network processing. process customer disputes for card transactions reg e . work with card fraud monitoring systems. reconcile card network settlement reports e.g. from visa/mastercard . order and maintain debit card inventory. associate s degree. strong regulatory knowledge reg e and problem-solving skills.,"Consulting, Business & Operations",Operations,Card Services Specialist,manages the operations for the bank s debit and credit card portfolio including disputes fraud and network processing.,process customer disputes for card transactions reg e . work with card fraud monitoring systems. reconcile card network settlement reports e.g. from visa/mastercard . order and maintain debit card inventory.,associate s degree. strong regulatory knowledge reg e and problem-solving skills.,101,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0102,bank secrecy act bsa analyst an entry-level aml role that focuses on one specific part of the process such as reviewing currency transaction reports ctrs or clearing low-level alerts. review daily reports for cash transactions exceeding 10 000. prepare and file currency transaction reports ctrs with fincen. clear or escalate low-level automated transaction monitoring alerts. bachelor s degree. high attention to detail and data entry skills.,"Consulting, Business & Operations",Operations,Bank Secrecy Act (BSA) Analyst,an entry-level aml role that focuses on one specific part of the process such as reviewing currency transaction reports ctrs or clearing low-level alerts.,review daily reports for cash transactions exceeding 10 000. prepare and file currency transaction reports ctrs with fincen. clear or escalate low-level automated transaction monitoring alerts.,bachelor s degree. high attention to detail and data entry skills.,102,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0103,bank treasurer a senior executive often reporting to the cfo who manages the bank s own balance sheet including liquidity investments and interest rate risk. manage the bank s investment portfolio bonds etc. . model and manage the bank s interest rate risk irr exposure. oversee the bank s liquidity and funding sources deposits fhlb borrowing . mba cfa designation. 15+ years experience in treasury capital markets or asset-liability management.,"Banking, Finance & Audit",Corporate Treasury,Bank Treasurer,a senior executive often reporting to the cfo who manages the bank s own balance sheet including liquidity investments and interest rate risk.,manage the bank s investment portfolio bonds etc. . model and manage the bank s interest rate risk irr exposure. oversee the bank s liquidity and funding sources deposits fhlb borrowing .,mba cfa designation. 15+ years experience in treasury capital markets or asset-liability management.,103,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0104,alm analyst asset-liability supports the treasurer by running complex models that measure the bank s sensitivity to changes in interest rates. run complex financial models simulation gap analysis to measure interest rate risk. analyze how rate changes will impact the bank s net interest margin nim . prepare alco asset-liability committee reports. bachelor s/master s in finance or econ. very strong quantitative modeling and data analysis skills.,"Banking, Finance & Audit",Risk Management,ALM Analyst (Asset-Liability),supports the treasurer by running complex models that measure the bank s sensitivity to changes in interest rates.,run complex financial models simulation gap analysis to measure interest rate risk. analyze how rate changes will impact the bank s net interest margin nim . prepare alco asset-liability committee reports.,bachelor s/master s in finance or econ. very strong quantitative modeling and data analysis skills.,104,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0105,robo-advisor product manager a product manager who specifically manages the bank s digital investment platform robo-advisor . design the user experience and investment algorithms for the digital platform. work with developers to build and test the product. analyze user data and market trends to drive strategy. bachelor s/mba. strong background in both fintech/product management and investment principles.,"Banking, Finance & Audit",Wealth Management,Robo-Advisor Product Manager,a product manager who specifically manages the bank s digital investment platform robo-advisor .,design the user experience and investment algorithms for the digital platform. work with developers to build and test the product. analyze user data and market trends to drive strategy.,bachelor s/mba. strong background in both fintech/product management and investment principles.,105,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0106,chief operations officer coo the senior executive responsible for managing all non-financial non-sales functions of the bank the back office including all operations and technology. lead all bank operations deposit loan card and it departments. drive process improvement and operational efficiency. execute the bank s strategic plan and manage large-scale tech projects. mba or advanced degree. 15-20+ years of senior leadership in bank operations and technology.,"Banking, Finance & Audit",Bank Leadership,Chief Operations Officer (COO),the senior executive responsible for managing all non-financial non-sales functions of the bank the back office including all operations and technology.,lead all bank operations deposit loan card and it departments. drive process improvement and operational efficiency. execute the bank s strategic plan and manage large-scale tech projects.,mba or advanced degree. 15-20+ years of senior leadership in bank operations and technology.,106,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0107,chief compliance officer cco the executive formally responsible for the bank s entire compliance program excluding bsa/aml which may be separate . reports directly to the board. develop and manage the bank s compliance management system cms . act as the primary liaison with all regulators fdic occ fed cfpb . oversee all compliance areas fair lending cra consumer protection regs . jd law degree or crcm certification. 10-15+ years of expert-level bank compliance experience.,"Banking, Finance & Audit",Bank Leadership,Chief Compliance Officer (CCO),the executive formally responsible for the bank s entire compliance program excluding bsa/aml which may be separate . reports directly to the board.,develop and manage the bank s compliance management system cms . act as the primary liaison with all regulators fdic occ fed cfpb . oversee all compliance areas fair lending cra consumer protection regs .,jd law degree or crcm certification. 10-15+ years of expert-level bank compliance experience.,107,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0108,mechanical engineer associate an entry-to-mid-level role focusing on designing analyzing and testing mechanical components and systems under the guidance of senior engineers. create 3d models and 2d drawings using cad software. perform basic stress analysis fea . build and test prototypes. support manufacturing and assembly teams. bs in mechanical engineering. proficiency in cad solidworks autocad or catia . strong grasp of physics mechanics and thermodynamics.,"Engineering, Manufacturing & Technology",Mechanical,Mechanical Engineer (Associate),an entry-to-mid-level role focusing on designing analyzing and testing mechanical components and systems under the guidance of senior engineers.,create 3d models and 2d drawings using cad software. perform basic stress analysis fea . build and test prototypes. support manufacturing and assembly teams.,bs in mechanical engineering. proficiency in cad solidworks autocad or catia . strong grasp of physics mechanics and thermodynamics.,108,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0109,senior mechanical engineer a technical leader who manages complex design projects performs advanced analysis and mentors junior engineers. lead the design lifecycle of major mechanical systems. run complex simulations fea cfd . select materials and manufacturing processes. interface with vendors and clients. review and approve designs from junior staff. bs or ms in mechanical engineering. 5-8+ years of experience. expert in cad/cae tools. professional engineer pe license often preferred.,"Engineering, Manufacturing & Technology",Mechanical,Senior Mechanical Engineer,a technical leader who manages complex design projects performs advanced analysis and mentors junior engineers.,lead the design lifecycle of major mechanical systems. run complex simulations fea cfd . select materials and manufacturing processes. interface with vendors and clients. review and approve designs from junior staff.,bs or ms in mechanical engineering. 5-8+ years of experience. expert in cad/cae tools. professional engineer pe license often preferred.,109,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0110,hvac engineer specializes in designing heating ventilation and air conditioning systems for residential commercial and industrial buildings. calculate heating and cooling loads for buildings. design ductwork piping and control systems. select equipment boilers chillers ahus . ensure designs meet building codes and energy standards. bs in mechanical engineering. knowledge of ashrae standards. proficiency in hvac design software e.g. revit mep trane trace .,"Engineering, Manufacturing & Technology",Mechanical,HVAC Engineer,specializes in designing heating ventilation and air conditioning systems for residential commercial and industrial buildings.,calculate heating and cooling loads for buildings. design ductwork piping and control systems. select equipment boilers chillers ahus . ensure designs meet building codes and energy standards.,bs in mechanical engineering. knowledge of ashrae standards. proficiency in hvac design software e.g. revit mep trane trace .,110,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0111,thermodynamics engineer a specialist focusing on thermal management heat transfer and energy conversion in systems like engines power plants and electronics. analyze and model heat transfer within complex systems. design thermal management solutions e.g. heat sinks cooling systems . optimize systems for thermal and energy efficiency. ms or phd in mechanical engineering preferred. expertise in thermodynamics fluid dynamics and heat transfer. skills in cfd and thermal modeling software.,"Engineering, Manufacturing & Technology",Mechanical,Thermodynamics Engineer,a specialist focusing on thermal management heat transfer and energy conversion in systems like engines power plants and electronics.,analyze and model heat transfer within complex systems. design thermal management solutions e.g. heat sinks cooling systems . optimize systems for thermal and energy efficiency.,ms or phd in mechanical engineering preferred. expertise in thermodynamics fluid dynamics and heat transfer. skills in cfd and thermal modeling software.,111,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0112,robotics engineer a multidisciplinary role me/ee/cs that designs builds and programs robotic systems and automation solutions. design robotic actuators grippers and chassis mechanical aspect . integrate sensors motors and controllers electrical aspect . program robot movements and logic software aspect . bs or ms in me ee or robotics. skills in c++ python ros robot operating system . knowledge of kinematics dynamics and control systems.,"Engineering, Manufacturing & Technology",Mechanical,Robotics Engineer,a multidisciplinary role me/ee/cs that designs builds and programs robotic systems and automation solutions.,design robotic actuators grippers and chassis mechanical aspect . integrate sensors motors and controllers electrical aspect . program robot movements and logic software aspect .,bs or ms in me ee or robotics. skills in c++ python ros robot operating system . knowledge of kinematics dynamics and control systems.,112,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0113,mep engineer stands for mechanical electrical and plumbing. this engineer designs and coordinates these three critical building systems typically for a construction/architecture firm. design and integrate hvac power distribution and plumbing systems. ensure systems do not clash using bim/revit . coordinate utility hookups and building-wide system controls. bs in mechanical or electrical engineering. high proficiency in revit and autocad. strong knowledge of building codes.,"Engineering, Manufacturing & Technology",Mechanical,MEP Engineer,stands for mechanical electrical and plumbing. this engineer designs and coordinates these three critical building systems typically for a construction/architecture firm.,design and integrate hvac power distribution and plumbing systems. ensure systems do not clash using bim/revit . coordinate utility hookups and building-wide system controls.,bs in mechanical or electrical engineering. high proficiency in revit and autocad. strong knowledge of building codes.,113,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0114,mechanical design engineer a role focused purely on the design and modeling aspect of engineering translating concepts and requirements into detailed manufacturing blueprints. create detailed 3d models and assemblies. produce 2d manufacturing drawings with full gd t geometric dimensioning and tolerancing . iterate designs based on feedback from analysis and manufacturing teams. bs in mechanical engineering. expert-level cad skills. deep knowledge of manufacturing processes machining injection molding and gd t.,"Engineering, Manufacturing & Technology",Mechanical,Mechanical Design Engineer,a role focused purely on the design and modeling aspect of engineering translating concepts and requirements into detailed manufacturing blueprints.,create detailed 3d models and assemblies. produce 2d manufacturing drawings with full gd t geometric dimensioning and tolerancing . iterate designs based on feedback from analysis and manufacturing teams.,bs in mechanical engineering. expert-level cad skills. deep knowledge of manufacturing processes machining injection molding and gd t.,114,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0115,piping engineer a specialist often in oil gas or chem who designs the complex piping systems used to transport fluids and gases within an industrial plant. design pipe layouts routes and support structures. perform pipe stress analysis to handle pressure and temperature. select appropriate materials valves and fittings. create p id piping instrumentation diagrams . bs in mechanical or chemical engineering. proficiency in piping design software e.g. autocad plant 3d caesar ii .,"Engineering, Manufacturing & Technology",Mechanical,Piping Engineer,a specialist often in oil gas or chem who designs the complex piping systems used to transport fluids and gases within an industrial plant.,design pipe layouts routes and support structures. perform pipe stress analysis to handle pressure and temperature. select appropriate materials valves and fittings. create p id piping instrumentation diagrams .,bs in mechanical or chemical engineering. proficiency in piping design software e.g. autocad plant 3d caesar ii .,115,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0116,principal mechanical engineer a top-tier technical expert often non-managerial who solves the most complex technical problems and sets the technical strategy for the department. serve as the lead technical consultant for the organization. solve novel engineering problems with no existing precedent. mentor entire teams of senior engineers. drive innovation and new technology adoption. ms or phd with 15+ years of experience. recognized expert in a specific domain. often holds multiple patents.,"Engineering, Manufacturing & Technology",Mechanical,Principal Mechanical Engineer,a top-tier technical expert often non-managerial who solves the most complex technical problems and sets the technical strategy for the department.,serve as the lead technical consultant for the organization. solve novel engineering problems with no existing precedent. mentor entire teams of senior engineers. drive innovation and new technology adoption.,ms or phd with 15+ years of experience. recognized expert in a specific domain. often holds multiple patents.,116,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0117,automotive engineer an me specializing in the design development and testing of vehicles or their subsystems e.g. powertrain chassis suspension . design and test vehicle components for performance and durability. analyze vehicle dynamics and powertrain efficiency. integrate various subsystems engine transmission electronics . bs in mechanical or automotive engineering. passion for vehicles. skills in cad and vehicle simulation tools.,"Engineering, Manufacturing & Technology",Mechanical,Automotive Engineer,an me specializing in the design development and testing of vehicles or their subsystems e.g. powertrain chassis suspension .,design and test vehicle components for performance and durability. analyze vehicle dynamics and powertrain efficiency. integrate various subsystems engine transmission electronics .,bs in mechanical or automotive engineering. passion for vehicles. skills in cad and vehicle simulation tools.,117,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0118,electrical engineer associate designs develops and tests electrical systems and components focusing on power generation distribution and electronic device applications. design electrical schematics and circuit layouts. select electrical components resistors capacitors ics . build and test prototypes of electrical circuits. assist with compliance and safety testing. bs in electrical engineering bsee . skills in circuit design software e.g. altium eagle and simulation spice .,"Engineering, Manufacturing & Technology",Electrical,Electrical Engineer (Associate),designs develops and tests electrical systems and components focusing on power generation distribution and electronic device applications.,design electrical schematics and circuit layouts. select electrical components resistors capacitors ics . build and test prototypes of electrical circuits. assist with compliance and safety testing.,bs in electrical engineering bsee . skills in circuit design software e.g. altium eagle and simulation spice .,118,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0119,senior electrical engineer leads complex electrical design projects manages power systems architecture and oversees compliance for entire products. architect complex electrical systems from concept to production. solve advanced issues in power analog or digital design. mentor junior engineers and review their schematics. manage relationships with component suppliers. bsee or msee. 7+ years of experience. expert in schematic capture and pcb layout. pe license often required for power roles.,"Engineering, Manufacturing & Technology",Electrical,Senior Electrical Engineer,leads complex electrical design projects manages power systems architecture and oversees compliance for entire products.,architect complex electrical systems from concept to production. solve advanced issues in power analog or digital design. mentor junior engineers and review their schematics. manage relationships with component suppliers.,bsee or msee. 7+ years of experience. expert in schematic capture and pcb layout. pe license often required for power roles.,119,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0120,power systems engineer a specialized ee focusing on the generation transmission and distribution of high-voltage electric power the power grid . design and analyze power grids substations and transformers. perform load flow short circuit and stability studies. develop protective relaying schemes to protect the grid. ensure grid reliability and efficiency. bsee msee often preferred . expertise in power systems analysis software etap pss/e . pe license is critical.,"Engineering, Manufacturing & Technology",Electrical,Power Systems Engineer,a specialized ee focusing on the generation transmission and distribution of high-voltage electric power the power grid .,design and analyze power grids substations and transformers. perform load flow short circuit and stability studies. develop protective relaying schemes to protect the grid. ensure grid reliability and efficiency.,bsee msee often preferred . expertise in power systems analysis software etap pss/e . pe license is critical.,120,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0121,control systems engineer designs and programs the automated control logic like plcs that run industrial machinery manufacturing lines and process plants. design automated control strategies using feedback loops. program plcs programmable logic controllers and hmis human-machine interfaces . tune pid loops for optimal system performance. integrate sensors motors and actuators. bsee or bs in me/cheme. expertise in plc programming e.g. rockwell/allen-bradley siemens . knowledge of industrial networks.,"Engineering, Manufacturing & Technology",Electrical,Control Systems Engineer,designs and programs the automated control logic like plcs that run industrial machinery manufacturing lines and process plants.,design automated control strategies using feedback loops. program plcs programmable logic controllers and hmis human-machine interfaces . tune pid loops for optimal system performance. integrate sensors motors and actuators.,bsee or bs in me/cheme. expertise in plc programming e.g. rockwell/allen-bradley siemens . knowledge of industrial networks.,121,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0122,rf radio frequency engineer a highly specialized ee who designs and tests systems that transmit or receive radio waves such as wi-fi 5g bluetooth radar and satellite communications. design rf circuits antennas amplifiers and filters. test and optimize rf signal propagation and quality. use spectrum analyzers and network analyzers. ensure products meet fcc and wireless standards. msee or phd usually required. deep knowledge of electromagnetics high-frequency signals and smith charts.,"Engineering, Manufacturing & Technology",Electrical,RF (Radio Frequency) Engineer,a highly specialized ee who designs and tests systems that transmit or receive radio waves such as wi-fi 5g bluetooth radar and satellite communications.,design rf circuits antennas amplifiers and filters. test and optimize rf signal propagation and quality. use spectrum analyzers and network analyzers. ensure products meet fcc and wireless standards.,msee or phd usually required. deep knowledge of electromagnetics high-frequency signals and smith charts.,122,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0123,dsp engineer a digital signal processing engineer. uses advanced math and algorithms to manipulate digital signals like audio video or sensor data . design and implement algorithms to filter noise compress data or identify patterns. program dsp chips or fpgas to execute algorithms in real-time. work heavily in audio/video processing telecom and radar. msee or phd required. expert in advanced mathematics fourier transforms and matlab/c++.,"Engineering, Manufacturing & Technology",Electrical,DSP Engineer,a digital signal processing engineer. uses advanced math and algorithms to manipulate digital signals like audio video or sensor data .,design and implement algorithms to filter noise compress data or identify patterns. program dsp chips or fpgas to execute algorithms in real-time. work heavily in audio/video processing telecom and radar.,msee or phd required. expert in advanced mathematics fourier transforms and matlab/c++.,123,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0124,electronics engineer a broad title often synonymous with an ee focused on low-power components printed circuit boards pcbs and consumer electronic devices. design schematics for pcb assemblies. oversee the pcb layout fabrication and assembly process. test and debug prototype boards. manage product lifecycle from concept to end-of-life. bsee. skills in pcb design tools altium kicad . knowledge of microcontrollers.,"Engineering, Manufacturing & Technology",Electrical,Electronics Engineer,a broad title often synonymous with an ee focused on low-power components printed circuit boards pcbs and consumer electronic devices.,design schematics for pcb assemblies. oversee the pcb layout fabrication and assembly process. test and debug prototype boards. manage product lifecycle from concept to end-of-life.,bsee. skills in pcb design tools altium kicad . knowledge of microcontrollers.,124,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0125,hardware test engineer an ee who specializes in testing validating and debugging electronic hardware rather than designing it from scratch. develop test plans and procedures for new pcbs. build automated test fixtures using tools like labview . identify document and debug hardware failures. certify that hardware meets all design specifications. bsee or bs in computer engineering. strong debugging and troubleshooting skills. experience with oscilloscopes logic analyzers.,"Engineering, Manufacturing & Technology",Electrical,Hardware Test Engineer,an ee who specializes in testing validating and debugging electronic hardware rather than designing it from scratch.,develop test plans and procedures for new pcbs. build automated test fixtures using tools like labview . identify document and debug hardware failures. certify that hardware meets all design specifications.,bsee or bs in computer engineering. strong debugging and troubleshooting skills. experience with oscilloscopes logic analyzers.,125,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0126,instrumentation engineer designs selects and installs the instruments sensors transmitters valves used to measure and control variables in an industrial process plant. select the correct instrument e.g. for pressure temperature flow . create instrumentation loop diagrams and hookup drawings. calibrate and commission instruments in the field. integrate sensor data into the main control system dcs/plc . bsee or bs in cheme. knowledge of industrial instrumentation and process control.,"Engineering, Manufacturing & Technology",Electrical,Instrumentation Engineer,designs selects and installs the instruments sensors transmitters valves used to measure and control variables in an industrial process plant.,select the correct instrument e.g. for pressure temperature flow . create instrumentation loop diagrams and hookup drawings. calibrate and commission instruments in the field. integrate sensor data into the main control system dcs/plc .,bsee or bs in cheme. knowledge of industrial instrumentation and process control.,126,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0127,electrical design engineer a role often in construction/utilities focused on designing electrical power systems for buildings campuses or subdivisions. design power distribution layouts cable sizing and panel schedules. plan lighting systems fire alarms and emergency power. ensure all designs comply with the nec national electrical code . bsee. pe license is critical. proficiency in autocad and electrical design software.,"Engineering, Manufacturing & Technology",Electrical,Electrical Design Engineer,a role often in construction/utilities focused on designing electrical power systems for buildings campuses or subdivisions.,design power distribution layouts cable sizing and panel schedules. plan lighting systems fire alarms and emergency power. ensure all designs comply with the nec national electrical code .,bsee. pe license is critical. proficiency in autocad and electrical design software.,127,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0128,civil engineer entry an entry-level role supporting projects related to public works including roads bridges and water systems. works under a pe. perform basic design and drafting tasks using autocad civil 3d. assist with site surveying and data collection. conduct material testing and site inspections. prepare quantity calculations and cost estimates. bs in civil engineering. must have passed the fe fundamentals of engineering exam to be on the pe track eit status .,"Engineering, Manufacturing & Technology",Civil,Civil Engineer (Entry),an entry-level role supporting projects related to public works including roads bridges and water systems. works under a pe.,perform basic design and drafting tasks using autocad civil 3d. assist with site surveying and data collection. conduct material testing and site inspections. prepare quantity calculations and cost estimates.,bs in civil engineering. must have passed the fe fundamentals of engineering exam to be on the pe track eit status .,128,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0129,civil engineer pe a licensed professional engineer who has the legal authority to sign and seal approve engineering plans for public projects. manage entire design projects for land development or public works. perform and stamp complex engineering calculations. serve as the engineer of record assuming legal responsibility for the design. testify at public meetings and zoning boards. bs in civil engineering. must hold an active pe license requires 4+ years of experience and passing the pe exam .,"Engineering, Manufacturing & Technology",Civil,Civil Engineer (PE),a licensed professional engineer who has the legal authority to sign and seal approve engineering plans for public projects.,manage entire design projects for land development or public works. perform and stamp complex engineering calculations. serve as the engineer of record assuming legal responsibility for the design. testify at public meetings and zoning boards.,bs in civil engineering. must hold an active pe license requires 4+ years of experience and passing the pe exam .,129,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0130,structural engineer a specialized civil engineer who analyzes and designs the bones of structures buildings bridges towers to ensure they can withstand loads and resist forces. calculate all potential loads gravity wind seismic . design structural systems beams columns foundations . analyze the structural integrity of existing buildings. produce detailed structural drawings. bs or ms in civil engineering structural emphasis . pe or se structural engineer license is required. expertise in analysis software risa staad.pro .,"Engineering, Manufacturing & Technology",Civil,Structural Engineer,a specialized civil engineer who analyzes and designs the bones of structures buildings bridges towers to ensure they can withstand loads and resist forces.,calculate all potential loads gravity wind seismic . design structural systems beams columns foundations . analyze the structural integrity of existing buildings. produce detailed structural drawings.,bs or ms in civil engineering structural emphasis . pe or se structural engineer license is required. expertise in analysis software risa staad.pro .,130,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0131,transportation engineer a civil engineer focused on the planning design and operation of transportation systems including roads highways and public transit. design highway geometry intersections and signage. conduct traffic impact studies for new developments. analyze traffic flow and design signal timing. plan pedestrian and bicycle pathways. bs or ms in civil engineering. knowledge of transportation modeling software e.g. vissim synchro . pe or te traffic engineer license.,"Engineering, Manufacturing & Technology",Civil,Transportation Engineer,a civil engineer focused on the planning design and operation of transportation systems including roads highways and public transit.,design highway geometry intersections and signage. conduct traffic impact studies for new developments. analyze traffic flow and design signal timing. plan pedestrian and bicycle pathways.,bs or ms in civil engineering. knowledge of transportation modeling software e.g. vissim synchro . pe or te traffic engineer license.,131,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0132,water resources engineer a civil engineer who manages water systems focusing on hydrology water flow hydraulics water pressure/movement and infrastructure. design stormwater management and drainage systems culverts ponds . model floodplains and analyze flood risk using hec-ras . design water distribution potable and wastewater collection systems. bs in civil or environmental engineering. skills in hydrology/hydraulic modeling software. pe license.,"Engineering, Manufacturing & Technology",Civil,Water Resources Engineer,a civil engineer who manages water systems focusing on hydrology water flow hydraulics water pressure/movement and infrastructure.,design stormwater management and drainage systems culverts ponds . model floodplains and analyze flood risk using hec-ras . design water distribution potable and wastewater collection systems.,bs in civil or environmental engineering. skills in hydrology/hydraulic modeling software. pe license.,132,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0133,geotechnical engineer a civil engineer who analyzes the properties of soil and rock to determine their suitability for supporting structures. plan and coordinate soil boring and testing. analyze soil mechanics stability and load-bearing capacity. design foundations deep piles shallow footings for buildings/bridges. design retaining walls and analyze slope stability. ms in civil engineering geotechnical emphasis is standard. pe license required.,"Engineering, Manufacturing & Technology",Civil,Geotechnical Engineer,a civil engineer who analyzes the properties of soil and rock to determine their suitability for supporting structures.,plan and coordinate soil boring and testing. analyze soil mechanics stability and load-bearing capacity. design foundations deep piles shallow footings for buildings/bridges. design retaining walls and analyze slope stability.,ms in civil engineering geotechnical emphasis is standard. pe license required.,133,https://www.kaggle.com/datasets/shivamashokgupta/job-description
